"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BES Islands","BES","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","9062","8941","8902","9564","8773","9276","11173","10237","11454","12977","11263","12771","12705","13192","13897","13057","12923","12545","12781","13370","14796","11244","10593","13947","13436","11238","",
"Croatia","HRV","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","264020.277888","232029.902052","202835.471256","208115.486604","209862.973188","217224.079344","227908.164924","243780.742404","247385.828412","254344.080672","247723.284492","260201.162664","263807.797788","282139.366644","289324.250388","298839.883824","299570.731632","300558.272148","304896.3831","295984.402488","297224.783856","286614.595296","273407.04162","269624.853972","255775.7988","270439.605252","",
"Cuba","CUB","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","68.34","69.42","70.37","71.31","72.2","73","73.78","74.61","75.35","75.86","76.59","77.01","77.76","78.2","78.64","79.04","79.44",
"Cuba","CUB","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","75.9710779772738","77.1056709318496","78.3899655733555","79.6797980454305","80.9652378500334","82.2372442001318","83.4873369905727","84.6802684521823","85.8097963131159","86.8983453012815","87.9","89.04953827522","90.2175316232348","91.4877970921764","92.8485736833711","94.2527320236813","95.7081800006894","97.1713890038177","98.4752857263255","99.3927658946569","99.8457364700756","99.9816064551849","100","100","100","100","100",
"Cuba","CUB","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","92.5219268798828","92.9998016357422","93.4771728515625","93.9514770507813","94.4196701049805","94.8786773681641","95.3254547119141","95.7569351196289","96.1700592041015","96.5617752075195","97","97.2808837890625","97.6188888549805","97.9506072998047","98.286491394043","98.6283569335938","98.9797058105469","99.3301849365234","99.6403656005859","99.8573303222656","99.9638977050781","99.9957122802735","100","100","100","100","100",
"Cuba","CUB","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","98.5309829711914","98.6786804199219","98.8258590698242","98.9718475341797","99.1157531738281","99.2565536499023","99.3932266235351","99.5247650146484","99.6502380371094","99.7676467895508","100","99.9440460205078","99.9837875366211","99.997428894043","99.999870300293","100","100","100","100","100","100","100","100","100","100","100","100",
"Cuba","CUB","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","5.02946289895235","4.65997816405767","4.61765811545951","4.53107440508589","4.63638261814746","4.52407497568516","4.58099078811526","4.57908922564859","4.28582335237591","4.19897234879564","4.24910086159959","4.02348686047107","3.696341744968","3.54364939681163","3.27452449706366","2.7858787809786","2.48202947693945","2.20280484840815","2.24637369117326","2.34720298736415","2.47907072384323","2.26741224574028","2.2745043688399","2.13006096905633","2.13362345961947","2.10722214387924","",
"Cuba","CUB","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","1540","1369","1418","969","946","764","1017","1000","876","984","1033","1005","1045","848","877","488","500","537","702","696","564","573","684","833","778","801","",
"Cuba","CUB","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","10.2502662406816","10.3344153393221","12.2898249263304","8.80748954735503","7.90639364814041","6.13211333172807","7.68359020852221","7.06913615156228","6.19168787107718","6.78995307756003","6.87200638637573","6.56905680109811","6.65647493470922","5.36369386464263","5.60956888832033","3.18081084604354","3.03600704353634","3.04698138901498","3.97081282877991","3.92466448629751","3.24193826521814","3.22635135135135","3.71174299978294","4.3521421107628","4.01734999483631","3.94814668769716","",
"Cuba","CUB","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","243756.5","216202.1","202792.7","147620.9","146382.8","129711.8","145703.7","141772","129009.8","132981.3","137401.4","138351.9","112336.6","98146.55","97951.52","73670.03","60806.1","51169.82","48130.79","48880.17","41180.95","49394.5","51788.21","49136.31","56123.56","57732.18","",
"Cuba","CUB","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","42.89020109637","47.1741751822851","51.3106363727389","46.8679249731595","45.7770315414011","41.2546263938294","41.4290716076269","36.8181185588287","34.8227469888194","33.7190833129486","34.4308204157781","34.0506465137635","34.8108293177605","33.5715912498179","33.7756840337191","26.3183639246799","21.9680513968128","18.593560340205","18.7318354713106","16.1242103591387","13.1576319538398","16.6802118422414","17.102350355742","16.8879652140855","18.7984428920254","19.2813206353885","",
"Cuba","CUB","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","15024","13247","11538","11002","11965","12459","13236","14146","14148","14492","15032","15299","15699","15810","15634","15342","16469","17624","17679","17734","17397","17760","18428","19140","19366","20288","",
"Cuba","CUB","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","568326.782736","458306.052336","395225.462664","314972.12664","319773.465144","314417.58498","351694.3401","385060.41468","370475.655012","394379.938404","399065.135076","406312.109064","322705.899864","292350.00888","290006.0289","279918.729792","276793.32546","275201.839044","256946.469948","303147.682344","312981.470712","296126.335008","302813.408232","290954.590308","298554.302196","299420.25804","",
"Curacao","CUW","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Curacao","CUW","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Curacao","CUW","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Curacao","CUW","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","8","8","8","8","8","8","8","8","32","32","32","32","32","32","32","32","32","32","32","32","32","32","32","",
"Curacao","CUW","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0.88008800880088","0.82389289392379","0.792864222001982","0.784313725490196","0.76555023923445","0.72007200720072","0.718778077268643","0.713648528099911","2.92237442922374","2.7898866608544","2.70956816257409","2.64462809917355","2.56410256410256","2.62725779967159","2.54777070063694","2.57648953301127","2.4653312788906","2.41874527588813","2.41509433962264","3.48964013086151","3.53982300884956","3.59147025813693","3.7122969837587","",
"Curacao","CUW","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","0","0","0","22.78431","22.57543","22.55312","23.35481","22.76849","22.68634","22.59381","22.40687","87.33627","83.77862","86.04971","85.98703","85.95392","85.98988","85.95689","85.90531","85.92733","85.95831","86.00248","85.94437","85.90573","85.86595","85.94772","",
"Curacao","CUW","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","0","0","0","0.096968997922125","0.0813825370248141","0.080581861604234","0.0818629766793533","0.0817629546994898","0.0786761880620435","0.0754625313086886","0.0723763414665137","0.278807960045164","0.266924824347624","0.271912926713078","0.266028625037861","0.260307720966993","0.254083166295624","0.245525805515791","0.241213546244602","0.248549943124608","0.243917905410709","0.241650876636546","0.357017933331048","0.355516897298213","0.348989718842898","0.347766267819474","",
"Curacao","CUW","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","790","801","853","909","971","1009","1020","1045","1111","1113","1121","1095","1147","1181","1210","1248","1218","1256","1242","1298","1323","1325","917","904","891","862","",
"Curacao","CUW","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","24727.617612","26109.51282","27587.411352","23496.489072","27739.894608","27987.836904","28529.148276","27846.951084","28835.077752","29940.43482","30958.832052","31324.883976","31386.597408","31646.053404","32322.472812","33020.119296","33843.202308","35009.309844","35613.800028","34571.4543","35240.672412","35589.558456","24072.84396","24163.613784","24604.14888","24714.219852","",
"Cyprus","CYP","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Cyprus","CYP","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Cyprus","CYP","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Cyprus","CYP","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Cyprus","CYP","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","4.14900700344758","4.20300831355174","4.32483315114607","4.61111415719532","4.97538735051004","4.13095049208862","4.51962733602708","4.3246696958084","4.40428871640252","4.22937684314848","4.30502512877051","4.11223628366031","4.03841141157636","4.27451178773958","3.83601269180676","3.75285261433596","3.73477823397594","3.75939448226309","3.84281090158249","3.83426865947071","3.65863068239522","3.53275780934667","3.4053026438289","3.13891371872103","3.2611501617483","3.27462324276895","",
"Cyprus","CYP","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","15","31","73","178","257","327","317","398","",
"Cyprus","CYP","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0228466986520448","0.0214961306964746","0.0615889960993636","0.295333727111636","0.594439117929051","1.37166478767381","3.6112801785352","5.44837820648717","7.62237762237762","7.28735632183908","8.78005735715861","",
"Cyprus","CYP","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","175.8037","150.8085","148.7989","147.794","331.3852","1604.34","1694.356","1670.366","1731.074","1762.308","1758.707","1744.681","1853.287","2006.273","2092.018","2135.888","2262.842","2943.415","3814.927","4115.49","4337.858","4963.243","5158.298","5408.722","5354.086","5857.732","",
"Cyprus","CYP","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","0.495929367042497","0.365810347312205","0.347099189753887","0.33485987529705","0.723186986316388","3.3542984702649","3.35706908272827","3.29407078061674","3.26216821210761","3.2266425227618","3.09665682748594","3.0474749616713","3.17641534168142","3.25716409843294","3.30432805727182","3.36485097348482","3.51423832722468","4.35531132550118","5.493663996847","5.97851616722324","6.35322559915793","7.4157519845407","8.33890017172604","9.49593036077569","9.36329568365396","9.9420660163921","",
"Cyprus","CYP","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","1974","2077","2430","2590","2685","2497","2609","2728","2991","3139","3370","3551","3785","4052","4201","4377","4652","4871","5079","5215","5322","4929","4717","4290","4350","4533","",
"Cyprus","CYP","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","35449.342524","41225.870484","42869.27322","44136.073296","45822.893148","47829.37518","50471.287848","50708.260728","53065.136052","54617.392152","56793.73266","57250.051992","58345.235136","61595.699184","63311.449824","63476.451612","64390.68126","67582.195164","69442.306668","68837.983956","68278.041324","66928.384476","61858.253412","56958.315768","57181.63968","58918.659264","",
"Czech Republic","CZE","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","93.2","93.82","94.4","94.83","95.26","95.65","95.91","96.19","96.46","96.68","96.78","96.77","96.99","97.07","97.14","97.17","97.13",
"Czech Republic","CZE","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Czech Republic","CZE","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Czech Republic","CZE","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Czech Republic","CZE","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","10.1235612062695","10.3600166801248","10.119476314326","9.80483140166125","9.23719976191018","8.81471931576318","8.72249787372794","8.83973254423666","8.58948831175967","7.88674554212578","7.94979326245573","7.92271330891677","7.87828357627642","7.95666558370267","7.76259443794459","7.20564254663211","6.89953759122263","6.54327081730715","6.22491018941055","6.12939581095846","6.31193744774116","5.96802804801372","5.99625989699676","5.93476474792561","5.73370706160301","5.50770869901654","",
"Czech Republic","CZE","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","1161","1089","1402","1530","1781","2407","2261","2193","1983","2358","2284","2577","2998","1879","2741","3132","3520","3410","3731","4654","5902","7248","8065","9309","9172","9422","",
"Czech Republic","CZE","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","1.86443127619598","1.80603005074795","2.37397768257785","2.60851774815017","3.05023206425868","3.97358646306232","3.54261003086662","3.41498357132846","3.06851943550384","3.67524431490516","3.1325863038499","3.47145512837783","3.94499638134088","2.26888523956723","3.27127342164936","3.8227288816199","4.2078083534559","3.88541998997311","4.47926045981151","5.70119560956488","6.91813578394599","8.35253987277588","9.30358646625215","10.8234117756488","10.7784149666259","11.4045705432362","",
"Czech Republic","CZE","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","46616.77","46726.69","68521","65907.72","62702.43","55652.33","55921.34","59475.87","60467.94","63277.78","59716.58","64685.32","72991.55","70438.03","75409.55","79053.12","83187.21","85907.49","92756.04","102475.4","110296.4","118405.7","124598.5","134716","139034.7","142773.3","",
"Czech Republic","CZE","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","3.57150702677699","3.97518244966785","5.9001182019501","5.81744151606808","5.90775667531981","5.30287772828777","5.24157422806943","5.64848453410906","5.96694071239026","6.47714948058027","5.94112966113152","6.28677991600949","7.27551219866013","6.72376720110743","7.1141149653771","7.51284734290178","7.85828772533033","8.29258027824795","8.95510134531697","10.2141620436068","10.9177199801872","12.1206034597646","12.7628160099154","13.9237189142382","14.8307420893096","14.8285619496241","",
"Czech Republic","CZE","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","62271","60298","59057","58654","58389","60575","63823","64217","64624","64159","72911","74234","75995","82816","83790","81931","83654","87764","83166","81697","85319","86860","86842","86160","84972","82616","",
"Czech Republic","CZE","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","1305240.887124","1175460.261048","1161349.614612","1132933.091256","1061357.693724","1049474.131812","1066880.627208","1052952.692724","1013382.617904","976938.70104","1005138.47376","1028910.203064","1003249.640808","1047597.691788","1059999.035256","1052239.1364","1058592.061116","1035956.085048","1035789.952824","1003267.81152","1010251.226448","976896.079416","976261.821084","967528.86804","937476.352584","962826.338016","",
"Denmark","DNK","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Denmark","DNK","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Denmark","DNK","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Denmark","DNK","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Denmark","DNK","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","4.25125488611471","4.65370916490965","4.36667339043142","4.48812908797726","4.40220813346432","4.2317852274737","4.65340420971944","4.1757070118131","4.01893489681499","3.74084909229811","3.5042863557831","3.58245373751692","3.5284708094884","3.71648284317897","3.50305550599413","3.32472529338116","3.4352987865801","3.32543847688778","3.25660990310414","3.27984727988027","3.41858190447705","3.12234696616071","3.00183453056671","3.054735339604","2.65096503958139","2.60694961697757","",
"Denmark","DNK","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","825","1057","1352","1607","1743","1851","2079","2929","3925","4379","5572","5846","6789","8078","9525","9812","9201","10305","10096","10063","12429","14181","14837","15968","17991","18962","",
"Denmark","DNK","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","3.17527519051651","2.89232453139964","4.39846444140803","4.73008771413434","4.29543102173592","5.03563850046248","3.88003433989026","6.60950016924292","9.54685865784545","11.2512846865365","15.4550245471944","15.4947122902807","17.2805253646244","17.4901485298575","23.5557424077555","27.0705733046405","20.1727653416939","26.2107030216706","27.5726458378851","27.6585218371217","31.9823992589162","40.2537682023333","48.32741604508","45.9603373341393","55.9004474272931","65.5059246208588","",
"Denmark","DNK","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","37940.52","40447.43","43643.5","44931.59","42686.31","44635.99","44862.43","48851.39","51074.84","54048.8","62624.36","66702.48","70044.01","76730.42","87943.02","98783.26","94541.65","109862.8","113606.2","113452.9","131443.4","139677.6","152994.2","151355.2","159864.5","181410.8","",
"Denmark","DNK","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","7.04155980088103","7.07089896619989","7.74744546702985","7.70149659175602","7.33039932748028","7.51217803184753","7.26118110006918","8.10272954731514","8.51784339219747","9.06635346755708","10.7372008187749","11.1235999633005","11.8658791497644","12.7203073762941","14.4490697722936","16.1263978314621","15.2671237358586","17.7009281704155","18.5492546879512","19.3427639308072","21.3548364626267","23.8989672739058","27.2819568791468","27.3428385982791","30.2716312824144","33.1702771730605","",
"Denmark","DNK","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","25982","36545","30738","33974","40578","36758","53582","44315","41113","38920","36053","37729","39287","46186","40436","36246","45611","39316","36616","36383","38862","35229","30701","34760","32183","28947","",
"Denmark","DNK","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","538808.461092","572026.699764","563327.617932","583413.749064","582319.026468","594181.738116","617839.293384","602900.414172","599621.731092","596147.063904","583246.612008","599648.317272","590297.685624","603211.995828","608641.3962","612556.26354","619249.91004","620661.238452","612456.952644","586539.237132","615520.51794","584450.358876","560788.951752","553546.03896","528100.050204","546907.700088","",
"Djibouti","DJI","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","5.3","5.51","5.74","6.02","6.23","6.49","6.85","7.17","7.59","7.90999999999999","8.38","8.84","9.25","9.79","10.29","10.89","11.52",
"Djibouti","DJI","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","87.7811864186934","84.9664556915936","81.9655041708463","78.939468985549","75.8811340486646","72.77844870338","11.1","66.4047723065749","63.113197397193","59.7387441634947","56.2755806573281","52.735473049236","10.2","45.4899018818394","41.817379991492","38.134664984727","9.9","30.8016259071132","27.1818283685608","23.5961910801041","20.0232957588969","16.4562938577707","4.372199059","9.29025359852328","5.66987966694763","2.01321839764316","",
"Djibouti","DJI","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","59.6090774536133","59.3695259094238","59.1294631958008","58.886344909668","58.6371040344238","58.3786888122559","62","57.8220863342285","57.5177841186524","57.1920700073242","56.8433990478515","56.4763221740723","49.7","55.7111854553223","55.3252563476563","54.9451675415039","55.5","54.2267723083496","53.8990783691406","53.592414855957","53.3037719726563","53.0301475524902","54.6","52.5159454345703","52.269359588623","52.0257759094238","51.7826919555664",
"Djibouti","DJI","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","50.6916694641113","51.3367118835449","51.9815826416016","52.6254234313965","53.2672004699707","53.905891418457","54.540454864502","55.169864654541","55.7930946350098","56.409107208252","57.0175170898438","57.6204948425293","56.9","58.8214340209961","59.4250221252441","60.0344467163086","62.4","61.2820701599121","61.9251289367676","62.5806884765625","63.2469635009766","63.9221649169922","64.242080688","65.2922058105469","65.9834747314453","66.6765289306641","67.3698806762695",
"Djibouti","DJI","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","3.53283639755849","3.67757253652069","3.71723892723873","4.03816822661785","4.04708467372448","4.25300294318085","4.55334140139014","4.79747608847508","4.74891700796297","4.72287003809466","5.01796838860422","5.16647363783063","5.34709303297403","5.39027322957451","5.10225438915564","5.04190206924316","4.815514166382","4.9028320076976","4.92192602995991","4.5370730149431","4.76044947116624","4.30692512396535","4.41562748518415","4.30619460004079","4.12672308812277","3.41189662230203","",
"Djibouti","DJI","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Djibouti","DJI","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Djibouti","DJI","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","1184.678","1241.117","1285.29","1343.104","1392.883","1448.192","1506.449","1560.678","1589.041","1634.323","1715.607","1723.599","1758.116","1793.367","1829.295","1865.958","1899.481","1933.57","1967.428","2001.99","2040.625","2070.619","2102.441","2133.93","2163.074","760.8995","",
"Djibouti","DJI","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","26.5928298444075","27.2054430026661","28.1745058469597","29.0507409163815","30.9544482822332","31.174132909155","32.0265621333044","31.5595951813661","31.9498945928494","32.6810786028729","31.4432190907785","31.6750757523769","32.4446508884684","32.8812776988758","33.621212018636","33.094584994974","33.0067765657935","32.5239259187803","33.1434583074149","33.3129799216742","34.4333471221399","34.4441895634032","34.0658299928845","34.0148216796369","34.1510474525367","15.3805952215024","",
"Djibouti","DJI","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","179","180","180","182","182","184","185","187","187","180","180","190","200","200","215","298","306","323","339","349","379","387","393","402","402","405","",
"Djibouti","DJI","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","4454.877525","4562.01724","4561.890125","4623.30377","4499.782995","4645.49248","4703.7487","4945.1775","4973.540665","5000.82332","5456.206615","5441.49922","5418.816205","5454.067255","5440.895465","5638.25774","5754.821275","5945.0695","5936.0975","6009.6395","5926.3045","6011.519","6171.7005","6273.529875","6333.843795","4947.13949","",
"Dominica","DMA","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","78.36","79.5","80.85","81.69","82.73","83.74","84.47","85.29","85.97","86.86","87.45","88.01","88.66","89.19","89.67","90.06","90.6",
"Dominica","DMA","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","66.0304336547851","67.5469818115234","69.0630264282227","70.5760040283203","72.0828628540039","73.580551147461","75.0660018920899","76.5361557006836","75","79.4183349609375","80.8257675170898","82.2147903442383","87.7","84.9618606567383","86.33203125","87.7080383300781","89.0959625244141","90.5018463134766","90.9000000000001","93.3796920776367","94.847152709961","96.3296279907227","97.8241195678711","98.8553009033203","99.5810775756836","99.9029693603516","100",
"Dominica","DMA","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","66.0304336547852","67.5469818115234","69.0630264282227","70.5760040283203","72.0828628540039","73.5805511474609","75.0660018920898","76.5361557006836","75","79.4183349609375","80.8257675170898","82.2147903442383","87.7","84.9618606567383","86.33203125","87.7080383300781","89.0959625244141","90.5018463134766","90.9","93.3796920776367","94.847152709961","96.3296279907227","97.8241195678711","98.8553009033203","99.5810775756836","99.9029693603516","100",
"Dominica","DMA","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","66.0304336547852","67.5469818115234","69.0630264282227","70.5760040283203","72.0828628540039","73.5805511474609","75.0660018920898","76.5361557006836","75","79.4183349609375","80.8257675170898","82.2147903442383","87.7","84.9618606567383","86.33203125","87.7080383300781","89.0959625244141","90.5018463134766","90.9","93.3796920776367","94.8471527099609","96.3296279907227","97.8241195678711","98.8553009033203","99.5810775756836","99.9029693603516","100",
"Dominica","DMA","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","2.03170242762707","2.01775802555254","1.97701056319918","2.02798301087683","2.1382698385093","2.59030727125616","2.39815836511511","2.50200629230846","2.30657934041965","2.34885713784805","2.89472872461379","3.07903580287291","2.94377967054369","3.04864303227417","2.87242158955408","2.92558702404451","2.80698639898426","3.38152263741841","2.73415155723378","2.79044860448591","2.87092147158195","2.77419872082779","2.9078230234509","2.8375656274421","2.78269002473464","3.60851711236742","",
"Dominica","DMA","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","16","16","16","16","17","29","36","34","33","32","32","27","35.9","28.5","33.7","27.9","27.8","21.9","20.6","23.2","28.9","44.8","33.4","36.71","30.64","24.44","",
"Dominica","DMA","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","53.3333333333333","51.6129032258064","51.6129032258064","51.6129032258064","50","51.7857142857143","60","51.5151515151515","47.1428571428571","43.2432432432432","41.5584415584416","33.3745364647713","44.9311639549437","36.3057324840764","29.4838145231846","23.5244519392917","22.805578342904","17.5059952038369","15.9442724458204","17.3005219985086","19.7000681663258","29.6688741721854","22.3262032085562","25.5462769659012","20.7968506074798","16.1757892646767","",
"Dominica","DMA","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","120.1294","119.7456","119.6339","118.1715","121.9227","172.9692","196.4672","182.2985","178.9465","174.9188","169.2562","152.8888","179.0611","156.7909","145.2545","131.5019","121.763","109.0067","104.4413","112.6651","123.68","157.0918","134.6554","143.4035","129.0508","117.062","",
