"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BES Islands","BES","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","14.6031005626215","14.5051958703117","14.4936266042797","13.6305308064685","13.5270861336275","15.6474218349225","20.848308508173","15.5173123814242","15.0051374629333","14.0768097719289","11.0343862364279","9.38570360909994","13.5751472770477","10.5380028908132","9.99213761795349","9.59886513417804","8.63572664503516","7.74690872567546","7.45813291308568","8.16387146795938","8.9102120175512","11.4755216082184","9.73287692488609","9.88058028885364","8.61179766591701","7.82979664019173","",
"Dominica","DMA","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","30","31","31","31","34","56","60","66","70","74","77","80.9","79.9","78.5","79.2","83.7","85.4","86.4","87.5","92.8","99.1","100.4","101.55","100.7","102.43","151.09","",
"Dominica","DMA","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","822.62941","825.535905","825.42419","866.961835","901.322715","1105.41661","942.36518","1174.80718","1192.568215","1242.60257","1533.89773","1628.95406","1319.03615","1487.861615","1453.687945","1369.97341","1409.991365","1407.09932","1400.36791","1380.045","1388.070225","1368.929495","1383.510765","1451.367185","1498.534975","1495.08353","",
"Dominican Republic","DOM","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","80.23","81.07","81.79","82.68","83.43","84.1","84.73","85.58","86.2","86.73","87.31","87.9","88.4","88.99","89.5","89.93","90.41",
"Dominican Republic","DOM","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","60.9036481094318","48.4","64.0858315708272","65.6965842670046","67.0227491766528","68.2841812569877","69.5673182794531","70.8687210353963","72.1826248519842","76.6","73.788668","76.371045","76.724339","78.599228","80.451235","80.801154","81.994386","91.847523","93.312888","93.900472","94.675536","94.013044","94.211009","95.226213","95.641568","95.912364","100",
"Dominican Republic","DOM","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","79.5986938476563","78.2","81.4284744262695","82.3400573730469","83.2455139160156","84.1417999267578","85.0258407592773","85.8945922851563","86.744987487793","91","88.764932","89.791362","89.749814","89.173808","90.316567","90.141224","90.118148","96.876342","97.576197","97.85776","98.145414","97.898872","97.86705","98.385853","98.470979","98.560364","100",
"Dominican Republic","DOM","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","94.7555389404297","96.5","95.1842269897461","95.397445678711","95.6086120605469","95.8166809082031","96.0206298828125","96.2194290161133","96.4120407104492","98.9","96.572861","96.949494","96.674673","95.037767","95.524705","95.184958","94.389301","99.606906","99.572317","99.732814","99.767161","99.719573","99.651703","99.88359","99.859908","99.827251","100",
"Dominican Republic","DOM","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","4.39568846394944","4.38934388683428","4.40456949403721","3.98143320377081","4.47019969963948","4.45047413038881","4.33596015732539","4.47982501650357","4.42426424465185","4.31223862615558","4.38604100713922","4.17813776353404","4.19120885588088","3.97695455774445","3.55030643230399","3.53244538384855","3.30454827702519","3.09834554496182","3.01230737724927","2.92872017530245","2.8419187903562","2.8148393038488","2.89609416300392","2.60565401593374","2.41986980984706","2.45204024490278","",
"Dominican Republic","DOM","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","374","532","559","1164","578","645","903","713","1182","1754","1199","955","1240","1740","2003","2392","2227","2122","1750","1838","1792","1948","2492","3047","2356","2147","",
"Dominican Republic","DOM","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","10.1135749053542","13.6585365853659","10.0161261422684","21.7448159910331","10.2246594728463","11.7765199926967","13.6507936507937","9.85351022664455","11.2496430950795","14.2451067976935","9.1477836270695","7.45918925251894","8.87108313063385","12.0942517550566","16.5155013192612","17.7923237131806","15.3819588340931","14.1306519278151","11.6078535420536","13.0465644520159","11.8888078020301","12.0896170793769","14.476588823051","16.5696884006743","13.3393726644774","11.6324429755648","",
"Dominican Republic","DOM","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","26450.68","26493.76","26429.88","29513","29873.37","28740.8","28741.46","28398.48","34015.38","35791.54","36156.5","35089.71","37120.19","37680.7","39550.12","39694.95","39201.55","39416.21","37772.81","37470.49","37702.9","37406.6","39850.07","43674.94","39561.75","37352.98","",
"Dominican Republic","DOM","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","28.0115794110888","28.1632430756406","25.3568579236696","26.8480859983481","24.438973544178","22.336344797758","20.3109488079126","18.251133604809","19.7510920020737","19.5372902109007","18.42361063174","18.4777149353598","15.9148894305934","18.6739582740462","20.5418109180422","19.3347923841273","18.430707577307","18.2193059523308","17.9375602261054","17.550067626357","16.9754091658878","17.2429348859095","17.0454588513356","17.509364251986","18.0190203360356","16.480109206897","",
"Dominican Republic","DOM","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","3698","3895","5581","5353","5653","5477","6615","7236","10508","12315","12857","12511","13666","13641","11437","12689","13863","14350","14751","14383","15334","15897","16895","17680","18573","18457","",
"Dominican Republic","DOM","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","94427.663688","94072.120632","104231.683908","109925.89938","122236.598628","128672.798796","141507.224856","155598.44454","172220.24988","183196.029816","196250.890896","189902.864736","233241.896916","201782.072376","192534.729084","205303.213044","212696.934372","216343.092888","210579.418404","213506.242812","222103.04112","216938.707056","233787.018276","249437.61162","219555.498924","226654.93008","",
"Ecuador","ECU","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","87.18","87.89","88.85","89.75","90.29","90.83","91.62","92.1","92.57","93.09","93.57","93.99","94.39","94.73","95.02","95.24","95.58",
"Ecuador","ECU","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","77.1507027799154","77.8602732963185","78.6343665074868","79.4211988413751","80.2138592974062","74.884987","81.7961881041011","82.574369532335","81.980263","82.360124","84.7767455508172","85.4613919951484","86.1957024825838","85.869806","87.7333763992815","87.718723","89.435963","90.696294","92.140953","91.159456","92.659412","91.161191","92.33289","94.733695","97.054058","96.398108","99.8245984776873",
"Ecuador","ECU","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","88.9417495727539","89.4261016845703","89.9099426269531","90.3907241821289","90.8653869628906","89.830167","91.7841186523438","92.2220764160156","92.726642","93.071434","93.4150924682617","93.7719116210938","94.1163940429688","94.973044","94.7925567626953","95.83265","96.315259","96.812618","97.206576","96.470862","97.462142","96.872699","97.194929","98.034674","98.976067","98.825883","99.9368133544922",
"Ecuador","ECU","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","98.5539474487305","98.6214218139648","98.6883926391602","98.7541656494141","98.8178482055664","97.908304","98.9349060058594","98.9862213134765","99.626074","99.289697","99.1026000976563","99.1302337646484","99.1553726196289","99.291127","99.2091064453125","99.668752","99.525886","99.633543","99.586687","98.984382","99.715049","99.783081","99.628858","99.547373","99.83164","99.869408","100",
"Ecuador","ECU","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","3.47120095585287","3.49831301905405","3.46861553843461","3.1713121092189","3.25524323498173","3.72803551602077","3.8597567074471","3.84077645713998","3.82161485029804","3.60962873117106","3.95622310594248","4.03615980208385","3.78383580181125","3.73831980675504","3.33635100979128","3.30664333861119","3.18126849694901","3.52190732067392","3.05058821056231","3.61321842531902","3.52795752763797","3.46338335725025","3.23658058725027","3.33529767433781","3.41790756339416","3.62322732622132","",
"Ecuador","ECU","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","4987","5075","4974","5810","6565","5161","6344","6534","6506","7177","7609","7071","7525","7181","7412","6986","7276","9257","11505","9442","8875","11414","12536","11396","11953","13639","",
"Ecuador","ECU","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","78.5478028035911","72.7702896472613","69.1217342968316","78.396977465929","80.6114931237721","61.2290900462688","67.9229122055675","63.0573248407643","59.742883379247","69.6255335661622","71.7018469656992","63.9909502262444","63.2991251682369","62.1946994630175","57.5734037595153","55.1163708086785","51.6944937833037","56.5416564866846","61.1415209650848","50.8481878399483","45.4918242862269","55.558800623053","54.8693482732963","48.9918748119169","49.17513473485","52.8029423151374","",
"Ecuador","ECU","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","53345.42","55010.22","47025.86","48131.78","49168.25","47845.79","52010.63","45522.87","49880.18","49533.98","51686.65","48454.94","48962.04","49175.54","48374.2","37683.69","41762.3","42053.24","53205.13","49552.09","47933.12","57126.74","58534.81","58888.53","61320.65","68348.95","",
"Ecuador","ECU","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","24.1985491334263","24.1630989013858","20.8003587053017","21.618483283357","20.8531682066213","20.3541287176924","19.2914602584483","16.5427927492045","18.1907489665558","21.0557797500684","20.0330297926724","18.4328347524071","18.0582396162515","17.970484891416","15.9719719623758","12.1631154197742","12.9714915199809","12.8081341331183","15.0890011225862","13.2995050892621","12.1066394041354","13.3457155677197","13.1000979343789","12.6757331242219","12.2181395203009","13.8166859421647","",
"Ecuador","ECU","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","6349","6974","7196","7411","8144","8429","9340","10362","10890","10308","10612","11050","11888","11546","12874","12675","14075","16372","18817","18569","19509","20544","22847","23261","24307","25830","",
"Ecuador","ECU","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","220448.83644","227662.106688","226081.9665","222641.798544","235783.117044","235066.755564","269604.422388","275182.496028","274206.30174","235251.225972","258007.15386","262872.969084","271134.069768","273646.149768","302869.302012","309819.390012","321954.494868","328332.289176","352608.695352","372585.969684","395924.239584","428053.031028","446827.270248","464576.915772","501882.057396","494684.110836","",
"Egypt, Arab Rep.","EGY","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","83.28","85.24","87.71","88.85","90.28","91.98","93.14","94","94.6","95.34","95.99","96.27","96.48","96.85","97.11","97.31","97.62",
"Egypt, Arab Rep.","EGY","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","90.2454452822051","90.8549878246684","87.9","92.0609677175662","92.6488160872261","91.9","93.7713890267509","94.2878801251158","94.7711309468882","95.2226177887414","95.9","96.0279627308367","96.3975030803446","97.8","98.904388428","99.1","98.711603526482","98.2857452138484","99.3","99.1655996081802","99.486091614","99.8669452331109","99.84715271","100","99.8","100","100",
"Egypt, Arab Rep.","EGY","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","93.9564666748047","94.3186492919922","93.4","95.0389404296875","95.3914413452148","95.5","96.0658493041992","96.3816375732422","96.679069519043","96.9550933837891","97.7","97.4428253173828","97.6651306152344","98.8","98.1013488769531","99.4","99.04","98.8195953369141","99.8","99.3794631958008","99.6496963500977","99.8531723022461","99.7","99.9950942993164","99.8","100","100",
"Egypt, Arab Rep.","EGY","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","98.7808456420898","98.8459014892578","98.4","98.9737854003906","99.0350341796875","99","99.1472244262695","99.1961212158203","99.2389526367188","99.2751922607422","99.5","99.3303985595703","99.3531036376953","99.7","99.804283142","99.8","99.4740219116211","99.5250091552735","99.9","99.6625061035156","99.674110413","99.8349151611328","99.532821655","99.9663238525391","99.9","99.9990463256836","100",
"Egypt, Arab Rep.","EGY","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","3.98089540956278","3.94061207581635","3.87197030647725","3.90186659790351","3.61031132076973","3.66903321021947","3.70922123545861","3.66201640069371","3.77164630474912","3.63399638445652","3.29080304639663","3.56946868761039","3.59683614171353","3.61839296909718","3.75747882802877","4.19067621059497","4.14438007053593","4.14541380253581","4.01876297704385","3.92791780698081","3.66470829263456","3.77736476114315","3.79971890055693","3.56725879529674","3.71434452337684","3.51107011031528","",
"Egypt, Arab Rep.","EGY","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","9932","9900","9700","10485","10971","11413","11555","11987","12222","14683","13834","15351","13063","13387","13167","13196","13541","16341","15595","13996","14750","14681","14618","14926","15513","15030","",
"Egypt, Arab Rep.","EGY","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","23.5043544112079","22.3496478237313","21.2356057620736","21.9369821742405","22.2517442803829","21.9480769230769","20.955749002539","20.5158485657561","19.4104754947114","21.4366012117673","17.7034411271643","18.4325544535434","14.6462607915686","14.0644863053276","12.9981539798024","12.1409513294691","11.7332570814595","13.0593227788922","11.9009462759463","10.0690647482014","10.0479577100193","9.32683633406604","8.87941297956605","8.88188039274026","8.87090779127949","8.25928551410343","",
"Egypt, Arab Rep.","EGY","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","74901.56","77488.67","77426.89","81250.38","86092.79","85063.05","87927.71","90694.01","92229.84","100603.2","95898.99","101609.2","95841.02","98157.62","98728.38","100239.7","102639.8","112239.2","111083.5","107495.1","110947.9","113437.7","113406.3","116046.8","118541.1","119103.6","",
