country,Country_code,unit,2020Q1,2019Q4,2019Q3,2019Q2,2019Q1,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Bulgaria,BGR,Thousand tonnes,,4393,4078,3936,3750,,,,1464,1464,1464,1359,1359,1359,1312,1312,1312,1250,1250,1250
Bulgaria,BGR,Thousand tonnes,,4423,4014,3872,3779,,,,1474,1474,1474,1338,1338,1338,1290,1290,1290,1259,1259,1259
Bulgaria,BGR,Thousand tonnes,,4432,4054,3872,3789,,,,1477,1477,1477,1351,1351,1351,1290,1290,1290,1263,1263,1263
Bulgaria,BGR,Thousand tonnes,,4434,4285,3886,3869,,,,1478,1478,1478,1428,1428,1428,1295,1295,1295,1289,1289,1289
Bulgaria,BGR,Thousand tonnes,,533,1164,517,741,,,,177,177,177,388,388,388,172,172,172,247,247,247
Bulgaria,BGR,Thousand tonnes,,533,1100,453,741,,,,177,177,177,366,366,366,151,151,151,247,247,247
Bulgaria,BGR,Thousand tonnes,,503,1164,517,712,,,,167,167,167,388,388,388,172,172,172,237,237,237
Bulgaria,BGR,Thousand tonnes,,495,1123,517,701,,,,165,165,165,374,374,374,172,172,172,233,233,233
Bulgaria,BGR,Thousand tonnes,,493,892,503,621,,,,164,164,164,297,297,297,167,167,167,207,207,207
Bulgaria,BGR,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Bulgaria,BGR,Thousand tonnes,,2095,2538,1803,1977,,,,698,698,698,846,846,846,601,601,601,659,659,659
Bulgaria,BGR,Thousand tonnes,,6,10,12,12,,,,2,2,2,3,3,3,4,4,4,4,4,4
Bulgaria,BGR,Thousand tonnes,,1620,1664,1361,1370,,,,540,540,540,554,554,554,453,453,453,456,456,456
Bulgaria,BGR,Thousand tonnes,,1620,1728,1425,1370,,,,540,540,540,576,576,576,475,475,475,456,456,456
Bulgaria,BGR,Thousand tonnes,,1650,1664,1361,1399,,,,550,550,550,554,554,554,453,453,453,466,466,466
Bulgaria,BGR,Thousand tonnes,,1659,1664,1361,1402,,,,553,553,553,554,554,554,453,453,453,467,467,467
Bulgaria,BGR,Thousand tonnes,,1661,1726,1375,1405,,,,553,553,553,575,575,575,458,458,458,468,468,468
Bulgaria,BGR,Thousand tonnes,,469,864,430,595,,,,156,156,156,288,288,288,143,143,143,198,198,198
Bulgaria,BGR,Thousand tonnes,,469,800,366,595,,,,156,156,156,266,266,266,122,122,122,198,198,198
Bulgaria,BGR,Thousand tonnes,,439,864,430,566,,,,146,146,146,288,288,288,143,143,143,188,188,188
Bulgaria,BGR,Thousand tonnes,,430,864,430,563,,,,143,143,143,288,288,288,143,143,143,187,187,187
Bulgaria,BGR,Thousand tonnes,,428,802,416,560,,,,142,142,142,267,267,267,138,138,138,186,186,186
Bulgaria,BGR,Thousand tonnes,,,,,1,,,,,,,,,,,,,0,0,0
Bulgaria,BGR,Thousand tonnes,,2838,2649,2598,2537,,,,946,946,946,883,883,883,866,866,866,845,845,845
Bulgaria,BGR,Thousand tonnes,,,,,11,,,,,,,,,,,,,3,3,3
Bulgaria,BGR,Thousand tonnes,,2773,2350,2511,2380,,,,924,924,924,783,783,783,837,837,837,793,793,793
Bulgaria,BGR,Thousand tonnes,,2773,2350,2511,2380,,,,924,924,924,783,783,783,837,837,837,793,793,793
Bulgaria,BGR,Thousand tonnes,,2773,2350,2511,2380,,,,924,924,924,783,783,783,837,837,837,793,793,793
Bulgaria,BGR,Thousand tonnes,,2773,2390,2511,2387,,,,924,924,924,796,796,796,837,837,837,795,795,795
Bulgaria,BGR,Thousand tonnes,,2773,2559,2511,2464,,,,924,924,924,853,853,853,837,837,837,821,821,821
Bulgaria,BGR,Thousand tonnes,,65,299,87,146,,,,21,21,21,99,99,99,29,29,29,48,48,48
Bulgaria,BGR,Thousand tonnes,,65,299,87,146,,,,21,21,21,99,99,99,29,29,29,48,48,48
Bulgaria,BGR,Thousand tonnes,,65,299,87,146,,,,21,21,21,99,99,99,29,29,29,48,48,48
Bulgaria,BGR,Thousand tonnes,,65,259,87,138,,,,21,21,21,86,86,86,29,29,29,46,46,46
Bulgaria,BGR,Thousand tonnes,,65,90,87,61,,,,21,21,21,30,30,30,29,29,29,20,20,20
Bulgaria,BGR,Thousand tonnes,,,,,1,,,,,,,,,,,,,0,0,0
Bulgaria,BGR,Thousand tonnes,,8178,8678,6989,7141,,,,2726,2726,2726,2892,2892,2892,2329,2329,2329,2380,2380,2380
Bulgaria,BGR,Thousand tonnes,,6,10,12,23,,,,2,2,2,3,3,3,4,4,4,7,7,7
Bulgaria,BGR,Thousand tonnes,,6612,5911,5664,5577,,,,2204,2204,2204,1970,1970,1970,1888,1888,1888,1859,1859,1859
Bulgaria,BGR,Thousand tonnes,,6741,6040,5828,5623,,,,2247,2247,2247,2013,2013,2013,1942,1942,1942,1874,1874,1874
Bulgaria,BGR,Thousand tonnes,,6643,5911,5664,5606,,,,2214,2214,2214,1970,1970,1970,1888,1888,1888,1868,1868,1868
Bulgaria,BGR,Thousand tonnes,,6676,5957,5667,5634,,,,2225,2225,2225,1985,1985,1985,1889,1889,1889,1878,1878,1878
Bulgaria,BGR,Thousand tonnes,,6758,6226,5733,5783,,,,2252,2252,2252,2075,2075,2075,1911,1911,1911,1927,1927,1927
Bulgaria,BGR,Thousand tonnes,,1559,2757,1314,1539,,,,519,519,519,919,919,919,438,438,438,513,513,513
Bulgaria,BGR,Thousand tonnes,,1430,2628,1150,1494,,,,476,476,476,876,876,876,383,383,383,498,498,498
Bulgaria,BGR,Thousand tonnes,,1528,2757,1314,1510,,,,509,509,509,919,919,919,438,438,438,503,503,503
Bulgaria,BGR,Thousand tonnes,,1496,2711,1310,1483,,,,498,498,498,903,903,903,436,436,436,494,494,494
Bulgaria,BGR,Thousand tonnes,,1413,2442,1245,1334,,,,471,471,471,814,814,814,415,415,415,444,444,444
Bulgaria,BGR,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Bulgaria,BGR,Thousand tonnes,,4292,4987,3348,3600,,,,1430,1430,1430,1662,1662,1662,1116,1116,1116,1200,1200,1200
Bulgaria,BGR,Thousand tonnes,,6,10,12,23,,,,2,2,2,3,3,3,4,4,4,7,7,7
Bulgaria,BGR,Thousand tonnes,,3003,2708,2275,2307,,,,1001,1001,1001,902,902,902,758,758,758,769,769,769
Bulgaria,BGR,Thousand tonnes,,3104,2814,2403,2340,,,,1034,1034,1034,938,938,938,801,801,801,780,780,780
Bulgaria,BGR,Thousand tonnes,,3033,2708,2275,2336,,,,1011,1011,1011,902,902,902,758,758,758,778,778,778
Bulgaria,BGR,Thousand tonnes,,3058,2711,2275,2354,,,,1019,1019,1019,903,903,903,758,758,758,784,784,784
Bulgaria,BGR,Thousand tonnes,,3097,2780,2341,2395,,,,1032,1032,1032,926,926,926,780,780,780,798,798,798
Bulgaria,BGR,Thousand tonnes,,1283,2269,1061,1270,,,,427,427,427,756,756,756,353,353,353,423,423,423
Bulgaria,BGR,Thousand tonnes,,1181,2163,933,1237,,,,393,393,393,721,721,721,311,311,311,412,412,412
Bulgaria,BGR,Thousand tonnes,,1253,2269,1061,1241,,,,417,417,417,756,756,756,353,353,353,413,413,413
Bulgaria,BGR,Thousand tonnes,,1228,2266,1061,1223,,,,409,409,409,755,755,755,353,353,353,407,407,407
Bulgaria,BGR,Thousand tonnes,,1189,2197,996,1182,,,,396,396,396,732,732,732,332,332,332,394,394,394
Bulgaria,BGR,Thousand tonnes,,,,,1,,,,,,,,,,,,,0,0,0
Bulgaria,BGR,Thousand tonnes,,3886,3691,3641,3552,,,,1295,1295,1295,1230,1230,1230,1213,1213,1213,1184,1184,1184
Bulgaria,BGR,Thousand tonnes,,0,,,11,,,,0,0,0,,,,,,,3,3,3
Bulgaria,BGR,Thousand tonnes,,3609,3203,3389,3270,,,,1203,1203,1203,1067,1067,1067,1129,1129,1129,1090,1090,1090
Bulgaria,BGR,Thousand tonnes,,3637,3226,3425,3283,,,,1212,1212,1212,1075,1075,1075,1141,1141,1141,1094,1094,1094
Bulgaria,BGR,Thousand tonnes,,3610,3203,3389,3270,,,,1203,1203,1203,1067,1067,1067,1129,1129,1129,1090,1090,1090
Bulgaria,BGR,Thousand tonnes,,3618,3246,3392,3280,,,,1206,1206,1206,1082,1082,1082,1130,1130,1130,1093,1093,1093
Bulgaria,BGR,Thousand tonnes,,3662,3447,3392,3388,,,,1220,1220,1220,1149,1149,1149,1130,1130,1130,1129,1129,1129
Bulgaria,BGR,Thousand tonnes,,276,488,253,270,,,,92,92,92,162,162,162,84,84,84,90,90,90
Bulgaria,BGR,Thousand tonnes,,249,465,217,257,,,,83,83,83,155,155,155,72,72,72,85,85,85
Bulgaria,BGR,Thousand tonnes,,275,488,253,270,,,,91,91,91,162,162,162,84,84,84,90,90,90
Bulgaria,BGR,Thousand tonnes,,268,445,249,260,,,,89,89,89,148,148,148,83,83,83,86,86,86
Bulgaria,BGR,Thousand tonnes,,224,245,249,152,,,,74,74,74,81,81,81,83,83,83,50,50,50
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,455,536,488,483,434,151,151,151,178,178,178,162,162,162,161,161,161,144,144,144
Croatia,HRV,Thousand tonnes,88,92,168,90,78,29,29,29,30,30,30,56,56,56,30,30,30,26,26,26
Croatia,HRV,Thousand tonnes,,195,110,112,173,,,,65,65,65,36,36,36,37,37,37,57,57,57
Croatia,HRV,Thousand tonnes,149,195,110,114,173,49,49,49,65,65,65,36,36,36,38,38,38,57,57,57
Croatia,HRV,Thousand tonnes,149,195,110,112,173,49,49,49,65,65,65,36,36,36,37,37,37,57,57,57
Croatia,HRV,Thousand tonnes,149,195,110,112,173,49,49,49,65,65,65,36,36,36,37,37,37,57,57,57
Croatia,HRV,Thousand tonnes,184,227,130,142,199,61,61,61,75,75,75,43,43,43,47,47,47,66,66,66
Croatia,HRV,Thousand tonnes,,250,210,282,183,,,,83,83,83,70,70,70,94,94,94,61,61,61
Croatia,HRV,Thousand tonnes,218,250,210,280,183,72,72,72,83,83,83,70,70,70,93,93,93,61,61,61
Croatia,HRV,Thousand tonnes,218,250,210,282,183,72,72,72,83,83,83,70,70,70,94,94,94,61,61,61
Croatia,HRV,Thousand tonnes,218,250,210,282,183,72,72,72,83,83,83,70,70,70,94,94,94,61,61,61
Croatia,HRV,Thousand tonnes,183,218,190,252,157,61,61,61,72,72,72,63,63,63,84,84,84,52,52,52
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,279,327,211,240,228,93,93,93,109,109,109,70,70,70,80,80,80,76,76,76
Croatia,HRV,Thousand tonnes,5,4,10,12,10,1,1,1,1,1,1,3,3,3,4,4,4,3,3,3
Croatia,HRV,Thousand tonnes,,151,89,80,104,,,,50,50,50,29,29,29,26,26,26,34,34,34
Croatia,HRV,Thousand tonnes,123,151,89,80,104,41,41,41,50,50,50,29,29,29,26,26,26,34,34,34
Croatia,HRV,Thousand tonnes,123,151,89,80,104,41,41,41,50,50,50,29,29,29,26,26,26,34,34,34
Croatia,HRV,Thousand tonnes,123,151,89,80,104,41,41,41,50,50,50,29,29,29,26,26,26,34,34,34
Croatia,HRV,Thousand tonnes,151,183,97,96,128,50,50,50,61,61,61,32,32,32,32,32,32,42,42,42
Croatia,HRV,Thousand tonnes,,172,112,148,114,,,,57,57,57,37,37,37,49,49,49,38,38,38
Croatia,HRV,Thousand tonnes,152,172,112,148,114,50,50,50,57,57,57,37,37,37,49,49,49,38,38,38
Croatia,HRV,Thousand tonnes,152,172,112,148,114,50,50,50,57,57,57,37,37,37,49,49,49,38,38,38
Croatia,HRV,Thousand tonnes,152,172,112,148,114,50,50,50,57,57,57,37,37,37,49,49,49,38,38,38
Croatia,HRV,Thousand tonnes,124,140,105,133,90,41,41,41,46,46,46,35,35,35,44,44,44,30,30,30
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,175,210,277,243,206,58,58,58,70,70,70,92,92,92,81,81,81,68,68,68
Croatia,HRV,Thousand tonnes,83,88,158,78,68,27,27,27,29,29,29,52,52,52,26,26,26,22,22,22
Croatia,HRV,Thousand tonnes,,44,21,32,69,,,,14,14,14,7,7,7,10,10,10,23,23,23
Croatia,HRV,Thousand tonnes,26,44,21,34,69,8,8,8,14,14,14,7,7,7,11,11,11,23,23,23
Croatia,HRV,Thousand tonnes,26,44,21,32,69,8,8,8,14,14,14,7,7,7,10,10,10,23,23,23
Croatia,HRV,Thousand tonnes,26,44,21,32,69,8,8,8,14,14,14,7,7,7,10,10,10,23,23,23
Croatia,HRV,Thousand tonnes,33,44,33,46,71,11,11,11,14,14,14,11,11,11,15,15,15,23,23,23
Croatia,HRV,Thousand tonnes,,78,98,133,69,,,,26,26,26,32,32,32,44,44,44,23,23,23
Croatia,HRV,Thousand tonnes,66,78,98,131,69,22,22,22,26,26,26,32,32,32,43,43,43,23,23,23
Croatia,HRV,Thousand tonnes,66,78,98,133,69,22,22,22,26,26,26,32,32,32,44,44,44,23,23,23
Croatia,HRV,Thousand tonnes,66,78,98,133,69,22,22,22,26,26,26,32,32,32,44,44,44,23,23,23
Croatia,HRV,Thousand tonnes,59,78,85,119,66,19,19,19,26,26,26,28,28,28,39,39,39,22,22,22
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,777,885,891,853,727,259,259,259,295,295,295,297,297,297,284,284,284,242,242,242
Croatia,HRV,Thousand tonnes,1,,0,,0,0,0,0,,,,0,0,0,,,,0,0,0
Croatia,HRV,Thousand tonnes,,551,593,625,494,,,,183,183,183,197,197,197,208,208,208,164,164,164
Croatia,HRV,Thousand tonnes,485,551,600,625,494,161,161,161,183,183,183,200,200,200,208,208,208,164,164,164
Croatia,HRV,Thousand tonnes,476,551,593,625,494,158,158,158,183,183,183,197,197,197,208,208,208,164,164,164
Croatia,HRV,Thousand tonnes,476,551,593,625,494,158,158,158,183,183,183,197,197,197,208,208,208,164,164,164
Croatia,HRV,Thousand tonnes,517,594,624,669,558,172,172,172,198,198,198,208,208,208,223,223,223,186,186,186
Croatia,HRV,Thousand tonnes,,335,298,227,233,,,,111,111,111,99,99,99,75,75,75,77,77,77
Croatia,HRV,Thousand tonnes,290,334,290,227,233,96,96,96,111,111,111,96,96,96,75,75,75,77,77,77
Croatia,HRV,Thousand tonnes,300,335,298,227,233,100,100,100,111,111,111,99,99,99,75,75,75,77,77,77
Croatia,HRV,Thousand tonnes,300,334,298,227,233,100,100,100,111,111,111,99,99,99,75,75,75,77,77,77
Croatia,HRV,Thousand tonnes,259,291,267,183,168,86,86,86,97,97,97,89,89,89,61,61,61,56,56,56
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,380,424,395,363,294,126,126,126,141,141,141,131,131,131,121,121,121,98,98,98
Croatia,HRV,Thousand tonnes,0,,0,,0,0,0,0,,,,0,0,0,,,,0,0,0
Croatia,HRV,Thousand tonnes,,301,297,301,224,,,,100,100,100,99,99,99,100,100,100,74,74,74
Croatia,HRV,Thousand tonnes,277,301,304,301,224,92,92,92,100,100,100,101,101,101,100,100,100,74,74,74
Croatia,HRV,Thousand tonnes,267,301,297,301,224,89,89,89,100,100,100,99,99,99,100,100,100,74,74,74
Croatia,HRV,Thousand tonnes,267,301,297,301,224,89,89,89,100,100,100,99,99,99,100,100,100,74,74,74
Croatia,HRV,Thousand tonnes,293,327,314,317,245,97,97,97,109,109,109,104,104,104,105,105,105,81,81,81
Croatia,HRV,Thousand tonnes,,123,98,63,69,,,,41,41,41,32,32,32,21,21,21,23,23,23
Croatia,HRV,Thousand tonnes,103,123,90,63,69,34,34,34,41,41,41,30,30,30,21,21,21,23,23,23
Croatia,HRV,Thousand tonnes,112,123,98,63,69,37,37,37,41,41,41,32,32,32,21,21,21,23,23,23
Croatia,HRV,Thousand tonnes,112,123,98,63,69,37,37,37,41,41,41,32,32,32,21,21,21,23,23,23
Croatia,HRV,Thousand tonnes,86,98,80,46,49,28,28,28,32,32,32,26,26,26,15,15,15,16,16,16
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,397,461,496,489,433,132,132,132,153,153,153,165,165,165,163,163,163,144,144,144
Croatia,HRV,Thousand tonnes,1,,0,,0,0,0,0,,,,0,0,0,,,,0,0,0
Croatia,HRV,Thousand tonnes,,250,296,325,269,,,,83,83,83,98,98,98,108,108,108,89,89,89
Croatia,HRV,Thousand tonnes,209,250,296,325,269,69,69,69,83,83,83,98,98,98,108,108,108,89,89,89
Croatia,HRV,Thousand tonnes,209,250,296,325,269,69,69,69,83,83,83,98,98,98,108,108,108,89,89,89
Croatia,HRV,Thousand tonnes,209,250,296,325,269,69,69,69,83,83,83,98,98,98,108,108,108,89,89,89
Croatia,HRV,Thousand tonnes,223,267,309,352,314,74,74,74,89,89,89,103,103,103,117,117,117,104,104,104
Croatia,HRV,Thousand tonnes,,211,200,164,163,,,,70,70,70,66,66,66,54,54,54,54,54,54
Croatia,HRV,Thousand tonnes,187,211,200,164,163,62,62,62,70,70,70,66,66,66,54,54,54,54,54,54
Croatia,HRV,Thousand tonnes,187,211,200,164,163,62,62,62,70,70,70,66,66,66,54,54,54,54,54,54
Croatia,HRV,Thousand tonnes,187,211,200,164,163,62,62,62,70,70,70,66,66,66,54,54,54,54,54,54
Croatia,HRV,Thousand tonnes,173,194,187,137,119,57,57,57,64,64,64,62,62,62,45,45,45,39,39,39
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
