notation,prefLabel
IT_0ITLMP,Lampedusa
IT_0ITLEV,Levanzo
IT_0ITLIC,Licata
IT_0ITLIU,Linosa
IT_0ITLIP,Lipari
IT_0ITLIV,Livorno
IT_0ITMFR,Manfredonia
IT_0ITMMO,Marettimo
IT_0ITMDC,Marina di Carrara
IT_0ITMRA,Marsala
IT_0ITMAZ,Mazara del Vallo
IT_0ITMSN,Messina
IT_0ITMLZ,Milazzo
IT_0ITMOL,Molfetta
IT_0ITMNF,Monfalcone
IT_0ITMNP,Monopoli
IT_0ITNAP,Napoli
IT_0ITOLB,Olbia
IT_0ITONE,Oneglia
IT_0ITQOS,Oristano
IT_0ITOTN,Ortona
IT_0ITOTO,Otranto
IT_0ITPAU,Palau
IT_0ITPMO,Palermo
IT_0ITPAN,Panarea
IT_0ITPNL,Pantelleria
IT_0ITPES,Pesaro
IT_0ITPSR,Pescara
IT_0ITPCH,Peschici
IT_0ITPIA,Pianosa
IT_0ITPIO,Piombino
IT_0ITPFO,Porto Levante
IT_0ITPNZ,Ponza
IT_0ITPGL,Portiglioni
IT_0ITPAZ,Porto Azzurro
IT_0ITPCE,Porto Cervo
IT_0ITPDI,Porto d'Ischia
IT_0ITPEM,Porto Empedocle
IT_0ITPFX,Porto Foxi
IT_0ITPGA,Porto Garibaldi
IT_0ITPLI,Porto Lignano
IT_0ITPMZ,Porto Maurizio
IT_0ITPNG,Porto Nogaro
IT_0ITPSS,Porto Santo Stefano
IT_0ITPTO,Porto Torres
IT_0ITPFE,Portoferraio
IT_0ITPTF,Portofino
IT_0ITPVE,Portovesme
IT_0ITPOS,Positano
IT_0ITPZL,Pozzallo
IT_0ITPOZ,Pozzuoli
IT_0ITPRO,Procida
IT_0ITRAN,Ravenna
IT_0ITREG,Reggio di Calabria
IT_0ITRMI,Rimini
IT_0ITRMA,Rio Marina
IT_0ITRPT,Riposto
IT_0ITRGG,Rodi Garganico
IT_0ITSDB,S. Benedetto del Tronto
IT_0ITSAL,Salerno
IT_0ITSLA,Salina
IT_0ITSRE,Sanremo
IT_0ITSML,Santa Margherita Ligure
IT_0ITSPA,Santa Panagia
IT_0ITSTE,Santa Teresa di Gallura
IT_0ITSAT,Sant'Antioco
IT_0ITSVC,Santo Vito Lo Capo
IT_0ITSVN,Savona
IT_0ITSIR,Siracusa
IT_0ITRRO,Sorrento
IT_0ITSTR,Stromboli
IT_0ITTAL,Talamone
IT_0ITTAR,Taranto
IT_0ITTRI,Termini Imerese
IT_0ITTMI,Termoli
IT_0ITTRC,Terracina
IT_0ITTOA,Torre Annunziata
IT_0ITTGR,Torregrande
IT_0ITTVC,Torviscosa
IT_0ITTNI,Trani
IT_0ITTPS,Trapani
IT_0ITTMT,Tremiti
IT_0ITTRS,Trieste
IT_0ITUST,Ustica
IT_0ITVDA,Vada
IT_0ITVSO,Vasto
IT_0ITVCE,Venezia
IT_0ITVTT,Ventotene
IT_0ITVIA,Viareggio
IT_0ITVVA,Vibo Valentia
IT_0ITVIE,Vieste
IT_0ITVUL,Vulcano Porto
IT_0IT88P,Italy (offshore installations) - other ports
IT_0IT88Q,Italy (aggregates extraction areas) - other ports
IT_0IT888,Italy - other ports
CY_0CYAKT,Akrotiri (oil terminal)
CY_0CYDHK,Dekeleia
CY_0CYLCA,Larnaka
CY_0CY01M,Larnaka (oil terminal)
CY_0CYLAT,Latsi
CY_0CYLMS,Lemesos
CY_0CYMOI,Moni
CY_0CYVAS,Vasiliko
CY_0CY888,Cyprus - other ports
LV_0LVLPX,Liepaja
LV_0LVMRX,Mersrags
LV_0LVRIX,Riga
LV_0LVROJ,Roja
LV_0LVSAL,Salacgriva
LV_0LVSKU,Skulte
LV_0LVVNT,Ventspils
LV_0LV888,Latvia - other ports
LT_0LTBOT,Butinge
LT_0LTKLJ,Klaipeda
MT_0MTCKW,Cirkewwa
MT_0MTMLA,Valletta
MT_0MTMAR,Marsaxlokk
MT_0MTMGZ,"Mgarr, Gozo"
MT_0MT888,Malta - other ports
NL_0NLABL,Alblasserdam
NL_0NLAML,Ameland
NL_0NLAMS,Amsterdam
NL_0NLBGB,Bergambacht
NL_0NLBZM,Bergen op Zoom
NL_0NLBEV,Beverwijk
NL_0NLBOR,Borsele
NL_0NLBRK,Brakel
NL_0NLBRS,Breskens
NL_0NLCPI,Capelle aan den Ijssel
NL_0NLCUY,Cuijk
NL_0NLDZL,Delfzijl
NL_0NLDHR,Den Helder
NL_0NLDEV,Deventer
NL_0NLDIN,Dinteloord en Prinsenland
NL_0NLDOI,Doetinchem
NL_0NLDOK,Dokkum
NL_0NLDOR,Dordrecht
NL_0NLDRU,Druten
NL_0NLFRK,Franekeradeel
NL_0NLGTB,Geertruidenberg
NL_0NLGNM,Genemuiden
NL_0NLGEN,Gennep
NL_0NLGDR,Goerdereede
NL_0NLGOR,Gorinchem
NL_0NLGRQ,Groningen
NL_0NLHAN,Hansweert
NL_0NLHRX,Hardinxveld-Giessendam
NL_0NLHAR,Harlingen
NL_0NLHAS,Hasselt
NL_0NLHIA,Hendrik-Ido-Ambacht
NL_0NLHGL,Hengelo
NL_0NLHTN,Hontenisse
NL_0NLKAM,Kampen
NL_0NLKRP,Krimpen aan den Ijssel
NL_0NLLAN,Lanwersoog
NL_0NLLWR,Leeuwarden
NL_0NLLCH,Lochem
NL_0NLMSS,Maarssen
NL_0NLMSB,Maasbracht
NL_0NLMSL,Maassluis
NL_0NLMST,Maastricht
NL_0NLMEW,Meerlo-Wansum
NL_0NLMEP,Meppel
NL_0NLMID,Middelburg
NL_0NLMIH,Middelharnis
NL_0NLMOE,Moerdijk
NL_0NLNLK,Nieuw-Lekkerland
NL_0NLNIJ,Nijmegen
NL_0NLOOS,Oosterhout
NL_0NLOSS,Oss
NL_0NLOUG,Oud en Nieuw Gastel
NL_0NLOAI,Ouderkerk
NL_0NLPAP,Papendrecht
NL_0NLRAA,Raamsdonk
NL_0NLRAS,Ravenstein
NL_0NLREW,Reimerswaal
NL_0NLRNK,Renkum
NL_0NLRHE,Rhenen
NL_0NLRID,Ridderkerk
NL_0NLOMD,Roermond
NL_0NLROO,Roosendaal
NL_0NLRTM,Rotterdam
NL_0NLROZ,Rozenburg
NL_0NLSVG,Sas van Gent
NL_0NLSCE,Scheveningen
NL_0NLSCI,Schiedam
NL_0NLGRA,S-Gravendeel
NL_0NLHTB,S-Hertogenbosch
NL_0NLSLD,Sliedrecht
NL_0NLSLU,Sluiskil
NL_0NLSML,Smallingerland
NL_0NLSNK,Sneek
NL_0NLSTE,Steenbergen
NL_0NLTNZ,Terneuzen
NL_0NLTEX,Texel
NL_0NLTIE,Tiel
NL_0NLUTC,Utrecht
NL_0NLVEL,Velsen
NL_0NLVEN,Venlo
NL_0NLVIE,Vierlingsbeek
NL_0NLVLA,Vlaardingen
NL_0NLVLI,Vlissingen
NL_0NLWGW,Wageningen
NL_0NLWKD,Werkendam
NL_0NLWTE,West-Terschelling
NL_0NLWCM,Woudrichem
NL_0NLZAA,Zaanstad
NL_0NLZWI,Zwijndrecht
NL_0NLZWO,Zwolle
NL_0NL887,Netherlands (small inland waterways) - other ports
NL_0NL888,Netherlands - other ports
PL_0PLDAR,Darlowo
PL_0PLELB,Elblag
PL_0PL011,Frombork
PL_0PLFBK,Frombork
PL_0PLGDN,Gdansk
PL_0PLGDY,Gdynia
PL_0PLHEL,Hel
PL_0PLKOL,Kolobrzeg
PL_0PLKMR,Krynica Morska
PL_0PL012,Krynica Morska
PL_0PLMID,Miedzyzdroje
PL_0PLNWA,Nowe Warpno
PL_0PLPLC,Police
PL_0PLSOP,Sopot
PL_0PLSPA,Stepnica
PL_0PLSWI,Swinoujscie
PL_0PLSZZ,Szczecin
PL_0PLTBZ,Trzebiez
PL_0PLUST,Ustka
PL_0PLWLA,Wladyslawowo
PT_0PTADH,"Angra do Heroísmo (Ilha Terceira, Açores)"
PT_0PTAVE,Aveiro
PT_0PTCDP,"Cais do Pico (Ilha do Pico, Açores)"
PT_0PTCNL,Caniçal
PT_0PTOPO,Douro (Oporto)
PT_0PTFAO,Faro
PT_0PTFDF,Figueira da Foz
PT_0PTFNC,Funchal (Madeira)
PT_0PTHOR,"Horta (Ilha das Faial, Açores)"
PT_0PTLAJ,"Lajes das Flores (Ilha das Flores, Açores)"
PT_0PTLEI,Leixões
PT_0PTLIS,Lisboa
PT_0PTMAD,"Madalena (Ilha do Pico, Açores)"
PT_0PTPDL,"Ponta Delgada (Ilha de S. Miguel, Açores)"
PT_0PTPRM,Portimão
PT_0PTPXO,"Porto Santo (Ilha de Porto Santo, Madeira)"
PT_0PTPRG,"Praia da Graciosa (Ilha da Graciosa, Açores)"
PT_0PTPRV,"Praia da Vitória (Ilha Terceira, Açores)"
PT_0PTSET,Setúbal
PT_0PTSIE,Sines
PT_0PTVEL,"Velas (Ilha de São Jorge, Açores)"
PT_0PTVDC,Viana do Castelo
PT_0PTVDP,"Vila do Porto (Ilha de Sta Maria, Açores)"
PT_0PTVNC,"Vila Nova do Corvo (Ilha do Corvo, Açores)"
RO_0ROBAB,Basarabi
RO_0ROBRA,Braila
RO_0ROCEV,Cernavoda
RO_0ROCND,Constanta
RO_0ROGAL,Galati
RO_0ROLUM,Luminita
RO_0ROMAG,Mangalia
RO_0ROMED,Medgidia
RO_0ROMID,Midia
RO_0ROSUL,Sulina
RO_0ROTCE,Tulcea
RO_0RO888,Romania - other ports
SI_0SIIZO,Izola
SI_0SIKOP,Koper
SI_0SIPIR,Piran
SI_0SI888,Slovenia - other ports
FI_0FIBRA,Brändö
FI_0FIDRA,Dragsfjärd
FI_0FIECK,Eckerö
FI_0FIESP,Espoo
FI_0FIEJO,Eurajoki
FI_0FIFAR,Färjsund
FI_0FIFOG,Föglö
FI_0FIFOR,Förby
FI_0FIGDB,Godby
FI_0FIHMN,Hamina
FI_0FI002,HaminaKotka
FI_0FIHKO,Hanko
FI_0FIHEL,Helsinki
FI_0FIHOU,Houtskär
FI_0FIINI,Iniö
FI_0FIINK,Inkoo
FI_0FIISN,Isnäs
FI_0FIKJO,Kalajoki
FI_0FIKNT,Kantvik
FI_0FIKAS,Kaskinen
FI_0FIKEM,Kemi
FI_0FIKIM,Kemiö
FI_0FIKKR,Kökar
FI_0FIKOK,Kokkola
FI_0FIKOR,Korpoo
FI_0FIKTK,Kotka
FI_0FIKVH,Koverhar
FI_0FIKRS,Kristinankaupunki
FI_0FIKUM,Kumlinge
FI_0FILAN,Langnäs
FI_0FILAP,Lappohja
FI_0FILOV,Loviisa
FI_0FILUV,Luvia
FI_0FIMHQ,Mariehamn
FI_0FIMER,Merikarvia
FI_0FINLI,Naantali
FI_0FINAU,Nauvo
FI_0FIOUL,Oulu
FI_0FIPAR,Parainen
FI_0FIPER,Pernaja
FI_0FIPRS,Pietarsaari
FI_0FIPOH,Pohjankuru
FI_0FIPOR,Pori
FI_0FIRAA,Raahe
FI_0FIRAU,Rauma
FI_0FIRTR,Rautaruukki
FI_0FIRUO,Ruotsinpyhtää
FI_0FIRYM,Rymättylä
FI_0FISAL,Salo
FI_0FISIP,Sipoonlahti
FI_0FISKV,Sköldvik
FI_0FISKB,Skogby
FI_0FIDLS,Taalintehdas
FI_0FITVS,Taivassalo
FI_0FITAI,Tammisaari
FI_0FITEI,Teijo
FI_0FITOK,Tolkkinen
FI_0FITOR,Tornio
FI_0FITKU,Turku
FI_0FIUKI,Uusikaupunki
FI_0FIVAA,Vaasa
FI_0FIVEL,Velkua
FI_0FI001,Finland - other inland ports
FI_0FI888,Finland - other ports
SE_1SEAHU,Åhus
SE_1SEALA,Ala
SE_2SEALN,Älvenäs
SE_2SEAMA,Åmål
SE_1SEBLV,Bällstaviken
SE_1SEBAA,Bålsta
SE_1SEBEA,Bergkvara
SE_1SEBER,Bergs Oljehamn
SE_2SEBOH,Bohus
SE_1SEBOL,Bollstabruk
SE_1SEBVK,Braviken
SE_2SEBRO,Brofjorden
SE_1SEBYX,Byxelkrok
SE_1SEDEG,Degerhamn
SE_1SEDOM,Domsjö
SE_1SEELL,Elleholm
SE_1SEENK,Enköping
SE_1SEFAK,Fagerviken
SE_2SEFAG,Falkenberg
SE_2SEFJA,Fjällbacka
SE_1SEFLI,Flivik
SE_1SEFOR,Forsmark
SE_1SEGAM,Gamleby
SE_1SEGVX,Gävle
SE_2SEGOA,Göta
SE_2SEGOT,Göteborg
SE_1SEGKV,Grankullavik
SE_2SEGRE,Grebbestad
SE_1SEGRH,Grisslehamn
SE_2SEGRU,Gruvön
SE_1SEGUN,Gunnebo
SE_1SEGUB,Gustavsberg
SE_1SEHAK,Hallstavik
SE_2SEHAD,Halmstad
SE_1SEHAN,Hargshamn
SE_1SEHND,Härnösand
SE_1SEHEL,Helsingborg
SE_2SEHOG,Höganäs
SE_2SEHON,Hönsäter
SE_1SEHUV,Hudiksvall
SE_2SEHUN,Hunnebostrand
SE_1SEHUS,Husum
SE_1SEIGG,Iggesund
SE_1SEJAT,Jätterssön
SE_1SEKGG,Kagghamra
SE_1SEKAX,Kalix
SE_1SEKLR,Kalmar
SE_1SEKAL,Kalmarsand
SE_1SEKPH,Kappelshamn
SE_1SEKPS,Kappelskär
SE_1SEKXV,Karlsborg Axelvik
SE_1SEKAN,Karlshamn
SE_1SEKAA,Karlskrona
SE_2SEKSD,Karlstad
SE_1SEKLI,Klintehamn
SE_1SEKOG,Köping
SE_2SEKHN,Kristinehamn
SE_1SEKUB,Kubikenborg
SE_2SEKUN,Kungshamn
SE_1SEKVA,Kvarnholmen
SE_1SELAA,Landskrona
SE_2SELDK,Lidköping
SE_2SELED,Lilla Edet
SE_1SELOM,Lomma
SE_1SELOT,Löten
SE_1SELLA,Luleå
SE_1SELUG,Lugnvik
SE_2SELYS,Lysekil
SE_1SEMMA,Malmö
SE_2SEMAD,Mariestad
SE_1SEMOR,Mörbylånga
SE_2SENOL,Nol (ports)
SE_1SENOG,Nordmaling
SE_1SENRK,Norrköping
SE_1SENOT,Norrsundet
SE_1SENOE,Norrtälje
SE_1SENYO,Nyköping
SE_1SENYN,Nynäshamn (ports)
SE_1SEOER,Örnsköldsvik
SE_1SEOSK,Oskarshamn
SE_1SEOST,Östrand
SE_2SEOTT,Otterbäcken
SE_1SEOXE,Oxelösund (ports)
SE_1SEPIT,Piteå
SE_1SERNH,Ronehamn
SE_1SERNB,Ronneby
SE_1SERUV,Rundvik
SE_2SESAF,Säffle
SE_1SESIM,Simrishamn
SE_2SESKT,Skattkärr
SE_1SESFT,Skellefteå
SE_2SESKO,Skoghall (ports)
SE_1SESSR,Skutskär
SE_1SESLI,Slite (ports)
SE_1SESOO,Söderhamn
SE_1SESOE,Södertälje
SE_1SESOL,Sölvesborg
SE_1SESOR,Söråker
SE_2SESTE,Stenungsund (Ports)
SE_1SESTA,Stocka
SE_1SESTO,Stockholm
SE_1SESTK,Stockvik
SE_1SESTV,Stora Vika
SE_1SESUS,Storugns
SE_1SESTQ,Strängnäs
SE_2SESMD,Strömstad
SE_1SESDL,Sundsvall
SE_2SESUR,Surte
SE_1SETOE,Töre
SE_1SETRG,Trelleborg
SE_2SETHN,Trollhättan (Ports)
SE_1SETUN,Tunadal
SE_2SEUDD,Uddevalla
SE_1SEUME,Umeå
SE_1SEUND,Underås
SE_1SEUPP,Uppsala
SE_1SEUTA,Utansjö
SE_1SEVAJ,Väja
SE_1SEVAK,Valdemarsvik
SE_1SEVAL,Vallvik
SE_2SEVAN,Vänersborg
SE_2SEVAG,Varberg
SE_2SEVGN,Vargön
SE_1SEVST,Västerås
SE_1SEVVK,Västervik
SE_1SEVER,Verkebäck
SE_1SEVBY,Visby
SE_1SEVIV,Vivstavarv
SE_2SEWAL,Wallhamn
SE_1SEYST,Ystad
SE_1SE888,Sweden (Baltic Sea) - other ports
SE_2SE888,Sweden (North Sea) - other ports
SE_9SE88C,Sweden (confidential data aggregated by Eurostat)
SE_9SE88D,Sweden - other ports
SE_9SE888,Sweden (unknown maritime coastal area) - other ports
UK_1GBABD,Aberdeen
UK_1GBAPP,Appledore
UK_1GBASG,Ardrishaig
UK_1GBAYR,Ayr
UK_1GBBLR,Ballylumford
UK_1GBBND,Barnstaple
UK_1GBCBA,Barra Castlebay
UK_1GBBIF,Barrow-In-Furness
UK_1GBBAD,Barry
UK_1GBBEL,Belfast
UK_1GBBWK,Berwick-On-Tweed
UK_1GBBID,Bideford
UK_1GBBLY,Blyth
UK_1GBBOS,Boston
UK_1GBBRW,Bridgwater
UK_1GBBLS,Brightlingsea
UK_1GBBRS,Bristol
UK_1GBBRX,Brixham
UK_1GBBUC,Buckie
UK_1GBBUH,Burghead
UK_1GBBPT,Burry port
UK_1GBCYN,Cairnryan
UK_1GBCBT,Campbeltown
UK_1GBCDF,Cardiff
UK_1GBCHF,Charlestown
UK_1GBCST,Chichester
UK_1GBCYP,Clydeport
UK_1GBCOL,Colchester
UK_1GBCLR,Coleraine
UK_1GBCOR,Corpach
UK_1GBCOW,Cowes (Isle of Wight)
UK_1GBCNU,Craignure
UK_1GBCRN,Cromarty Firth
UK_1GBDTM,Dartmouth
UK_1GBDNQ,Dean Point Quarry
UK_2IMDGS,Douglas (Isle of Man)
UK_1GBDVR,Dover
UK_1GBDUN,Dundee
UK_1GB230,Dutch River Wharf
UK_1GBEXM,Exmouth
UK_1GBFAL,Falmouth
UK_1GBFHM,Fareham
UK_1GBFXT,Felixstowe
UK_1GBFIS,Fishguard
UK_1GBFLE,Fleetwood
UK_1GBFOL,Folkestone
UK_1GBFOR,Forth
UK_1GBFDK,Fosdyke
UK_1GBFOY,Fowey
UK_1GBFRB,Fraserburgh
UK_1GBGTN,Garston
UK_1GBILL,Gill's Bay Scotland
UK_1GBGIR,Girvan
UK_1GBGSA,Glensanda
UK_1GBGOO,Goole
UK_1GBGTY,Great Yarmouth
UK_1GBIMM,Immingham
UK_1GBHRW,Harwich
UK_1GBHYM,Heysham
UK_1GBHLY,Holyhead
UK_1GBHWZ,Hugh Town
UK_1GBHUL,Hull
UK_1GBINK,Inverkeithing
UK_1GBINV,Inverness
UK_1GBIPS,Ipswich
UK_1GBKLR,Kilroot
UK_1GBKPS,Kilroot Power Station Jetty
UK_1GBKLN,King's Lynn
UK_1GBKWL,Kirkwall
UK_1GBLAN,Lancaster
UK_1GBLAR,Larne
UK_1GBLER,Lerwick (Shetland Islands)
UK_1GBLIT,Littlehampton
UK_1GBLIV,Liverpool
UK_1GBLDO,Llandudno
UK_1GBLLD,Llandulas
UK_1GB231,Loch Carnan
UK_1GBLOL,Lochaline
UK_1GBLON,London
UK_1GBLDY,Londonderry
UK_1GBLOW,Lowestoft
UK_1GBMCD,Macduff
UK_1GBMGO,Magheramorne
UK_1GBMAL,Maldon
UK_1GBMNC,Manchester
UK_1GBMED,Medway
UK_1GBMLF,Milford Haven
UK_1GBMIS,Mistley
UK_1GBMON,Montrose
UK_1GBCHE,Mostyn
UK_1GBNEA,Neath
UK_1GBNCL,Newcastle-Upon-Tyne
UK_1GBNHV,Newhaven
UK_1GBNPO,Newport (Isle of Wight)
UK_1GBNPT,"Newport, Gwent"
UK_1GBOBA,Oban
UK_1GBPAD,Padstow
UK_1GBPAR,Par
UK_1GBPEM,Pembroke
UK_1GBPEN,Penzance
UK_1GBPER,Perth
UK_1GBPHD,Peterhead
UK_1GBPLY,Plymouth
UK_1GBPOO,Poole
UK_1GBPPE,Port Penrhyn
UK_1GBPSB,Port Sutton Bridge
UK_1GBPTB,Port Talbot
UK_1GBPOH,Porthoustock England
UK_1GBPTR,Portrush
UK_1GBPME,Portsmouth
UK_1GBRMG,Ramsgate
UK_1GB222,River Ouse
UK_1GB221,River Hull & Humber
UK_1GBRFD,Rochford
UK_1GBRYE,Rye
UK_1GBSCR,Scrabster
UK_1GBSEA,Seaham
UK_1GBSSS,Sharpness
UK_1GBSHO,Shoreham
UK_1GBSHT,Shotton
UK_1GBSIL,Silloth
UK_1GBSOU,Southampton
UK_1GBSWD,Southwold
UK_3JESTH,St Helier (Jersey)
UK_3GGSPT,St Peter Port (Guernsey)
UK_1GBSTO,Stornoway
UK_1GBSTR,Stranraer
UK_1GBSOY,Stronsay
UK_1GBSUL,Sullom Voe
UK_1GBSUN,Sunderland
UK_1GBSWA,Swansea
UK_1GBMME,Tees & Hartlepool
UK_1GBTNM,Teignmouth
UK_1GBTOR,Torquay
UK_1GB203,Trent River
UK_1GBTRN,Troon
UK_1GBTRU,Truro
UK_1GBTYN,Tyne
UK_1GBWPT,Warrenpoint
UK_1GBWEY,Weymouth
UK_1GBWTB,Whitby
UK_1GBWHV,Whitehaven
UK_1GBWTS,Whitstable
UK_1GBWIC,Wick
UK_1GBWIS,Wisbech
UK_1GBWOR,Workington
UK_1GB888,United Kingdom - other ports
UK_2IM888,United Kingdom (Isle of Man) - other ports
UK_3GG888,United Kingdom (Guernsey) - other ports
UK_3JE888,United Kingdom (Jersey) - other ports
IS_0ISAKR,Akranes
IS_0ISAKU,Akureyri
IS_0ISASS,Árskógssandur
IS_0ISBAK,Bakkafjörður
IS_0ISBIL,Bíldudalur
IS_0ISBLO,Blönduós
IS_0ISBOL,Bolungarvík
IS_0ISBGJ,Borgafjörður eystri
IS_0ISBRJ,Brjánslækur
IS_0ISBRE,Breiðdalsvík
IS_0ISDAL,Dalvík
IS_0ISDJU,Djúpivogur
IS_0ISESK,Eskifjörður
IS_0ISFAS,Fáskrúðsfjörður
IS_0ISFLA,Flateyri
IS_0ISGRD,Garður
IS_0ISGRY,Grímsey
IS_0ISGRI,Grindavík
IS_0ISGRF,Grundarfjörður
IS_0ISGRT,Grundartangi
IS_0ISHAF,Hafnarfjörður
IS_0ISHNR,Hafnir
IS_0ISHFN,Höfn Hornafjörður
IS_0ISHOF,Hofsós
IS_0ISHVK,Hólmavík
IS_0ISHRI,Hrísey
IS_0ISHUS,Húsavík
IS_0ISHVR,Hvalfjørdur-Litlisandur
IS_0ISHVM,Hvammstangi
IS_0ISISA,Ísafjörður
IS_0ISKEF,Keflavík
IS_0ISKOP,Kópasker
IS_0ISKOV,Kópavogur
IS_0ISNES,Neskaupstaður
IS_0ISNOU,Norðurfjörður
IS_0ISOLF,Ólafsfjörður
IS_0ISOLV,Ólafsvík
IS_0ISPAT,Patreksfjörður
IS_0ISRAU,Raufarhöfn
IS_0ISRFJ,Reyðarfjörður
IS_0ISRHA,Reykhólar
IS_0ISREY,Reykjavík
IS_0ISRIF,Rif
IS_0ISSAN,Sandgerði
IS_0ISSAU,Sauðárkrókur
IS_0ISSEY,Seyðisfjörður
IS_0ISSIG,Siglufjörður
IS_0ISSKA,Skagaströnd
IS_0ISSTD,Stöðvarfjörður
IS_0ISSTR,Straumsvík
IS_0ISSTY,Stykkishólmur
IS_0ISSUV,Súðavík
IS_0ISSUD,Suðureyri
IS_0ISTAL,Tálknafjörður
IS_0ISTEY,Þingeyri (Thingeyri)
IS_0ISTHH,Þorlákshöfn (Thorlakshofn)
IS_0ISTHO,Þórshöfn (Thorshofn)
IS_0ISVES,Vestmannaeyjar
IS_0ISVOG,Vogar
IS_0ISVPN,Vopnafjörður
IS_0IS888,Iceland - other ports
NO_0NOAAF,Åfjord
NO_0NOAES,Ålesund
NO_0NOALF,Alta
NO_0NOADY,Andøy
NO_0NOAAN,Årdal
NO_0NOARE,Arendal
NO_0NOASL,Askvoll
NO_0NOAUL,Aurland
NO_0NOASV,Austevoll
NO_0NOBLL,Ballangen
NO_0NOBAR,Bærum/Sandvika/Lysaker
NO_0NOBJF,Båtsfjord
NO_0NOBEJ,Beiarn
NO_0NOBGO,Bergen
NO_0NOBVG,Berlevåg
NO_0NOBJU,Bjugn/Lysøysund/Botngård
NO_0NOBOX,Bø
NO_0NOBOO,Bodø
NO_0NOBRG,Borg
NO_0NOBRR,Borre
NO_0NOBRE,Bremanger
NO_0NOBRO,Brønnøy
NO_0NODRM,Drammen
NO_0NOEGD,Eigersund
NO_0NOETN,Etne
NO_0NOFAN,Farsund
NO_0NOFAU,Fauske
NO_0NOFKS,Flakstad
NO_0NOFFD,Flekkefjord
NO_0NOFRO,Florø/Flora
NO_0NOFSN,Fosnes
NO_0NOFUS,Fusa
NO_0NOKAF,Gaivuotna - Kåfjord
NO_0NOGRV,Granvin
NO_0NOGTD,Grimstad
NO_0NOGUL,Gulen
NO_0NOHAA,Hå
NO_0NOHAD,Hadsel
NO_0NOHAL,Halden
NO_0NOHFT,Hammerfest
NO_0NOHRD,Harstad
NO_0NOHOL,Holmestrand
NO_0NOHVG,Honningsvåg
NO_0NOHYR,Høyanger
NO_0NOJON,Jondal
NO_0NOKAS,Karmsund
NO_0NOKKN,Kirkenes
NO_0NONTY,Kjøpmannskjær/Nøtterøy
NO_0NOKRA,Kragerø
NO_0NOKRS,Kristiansand S
NO_0NOKSU,Kristiansund N/Grip
NO_0NOKVM,Kvam
NO_0NOKVN,Kvænangen
NO_0NOKVD,Kvinesdal
NO_0NOLAR,Larvik
NO_0NOLEB,Lebesby
NO_0NOLEF,Leirfjord
NO_0NOLKA,Leka
NO_0NOLIL,Lillesand
NO_0NOLOD,Lødingen
NO_0SJLYR,Longyearbyen
NO_0NOLOP,Loppa
NO_0NOLUS,Luster
NO_0NOLYN,Lyngen
NO_0NOMAY,Måløy
NO_0NOMAN,Mandal
NO_0NOMSY,Måsøy
NO_0NOMEY,Meløy/Glomfjord/Ørnes
NO_0NOMOD,Modalen
NO_0NOMOL,Molde
NO_0NOMJF,Mosjøen
NO_0NOMSK,Moskenes
NO_0NOMSS,Moss
NO_0NOOSY,Namsos
NO_0NONVK,Narvik
NO_0NONSN,Nesna
NO_0NOEID,Nordfjordeid/Eid
NO_0NOODD,Odda
NO_0NOMYO,Øksnes/Myre
NO_0NOOLN,Ølen
NO_0NOORK,Orkanger
NO_0NOOLA,Ørland/Brekstad
NO_0NOOSN,Osen
NO_0NOOSL,Oslo
NO_0NOOST,Osterøy
NO_0NOGVL,"Porsgrunn, Rafnes, Herøya, Brevik, Skien, Langesund, Voldsfjorden"
NO_0NORNA,Rana
NO_0NORIS,Risør
NO_0NOSDL,Saltdal/Rognan
NO_0NOSAD,Sandefjord
NO_0NOSAS,Sandnes
NO_0NOSSJ,Sandnessjøen
NO_0NOSAU,Sauda
NO_0NOSAL,Salangen
NO_0NOSKY,Skjervøy
NO_0NOSOG,Sogndal
NO_0NOSNE,Søgne
NO_0NOSOK,Sokndal
NO_0NOSMN,Sømna
NO_0NOSRA,Sørreisa
NO_0NOSLX,Sortland
NO_0NOSVG,Stavanger
NO_0NOSTG,Steigen
NO_0NOSTE,Steinkjer
NO_0NOSTK,Stokke/Melsomvik
NO_0NOSRP,Stord
NO_0NOSTF,Storfjord
NO_0NOSTD,Strand
NO_0NOSRN,Stranda
NO_0NOSUL,Suldal
NO_0NOSUN,Sunndal/Sunndalsøra
NO_0NO720,Svalbard
NO_0SJ888,Svalbard and Jan Mayen
NO_0SJSVE,Sveagruva (Svalbard)
NO_0NOSYK,Sykkylven
NO_0NOTON,Tønsberg
NO_0NOTOS,Tromsø
NO_0NOTRD,Trondheim/Flakk
NO_0NOTYN,Tysnes
NO_0NOVGN,Vågan/Kabelvåg
NO_0NOVDS,Vadsø
NO_0NOVEY,Værøy
NO_0NOVAY,Vanylven
NO_0NOVAO,Vardø
NO_0NOVEG,Vega
NO_0NOVER,Verdal
NO_0NOVVY,Vestvågøy
NO_0NOVKN,Vikna
NO_0NO888,Norway - other ports
TR_1TRAMA,Amasra
TR_2TRALA,Alanya
TR_2TRALI,Aliaga
TR_1TRAMB,Ambarli
TR_2TRANA,Anamur
TR_2TRAYT,Antalya
TR_2TRAYV,Ayvalik
TR_2TRBDM,Bandirma
TR_1TRBTN,Bartin
TR_2TRBXN,Bodrum
TR_2TRBOT,Botas
TR_2TRBZC,Bozcaada
