Label,Country,Country_code,unit,tra_meas,airline,rep_airp_per_time,2020M04,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Freight and mail loaded and unloaded,Czechia,CZE,T,FRM_LD_NLD,TOTAL,CZ_LKPR,N/A,5247,6056,6819,7259,7169,7666,7411,7578,7040,6980,6569,5909,6387,5588,6263
Direct transit passengers,Czechia,CZE,PAS,PAS_TRS,UNK,CZ_LKPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Czechia,CZE,PAS,PAS_TRS,TOTAL,CZ_LKPR,N/A,478,282,727,820,509,852,444,1185,1234,1025,1541,1203,991,948,840
Transfer passengers,Czechia,CZE,PAS,PAS_TRF,UNK,CZ_LKPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Czechia,CZE,PAS,PAS_TRF,TOTAL,CZ_LKPR,N/A,2034,5752,9682,9787,12219,18455,30528,41594,30268,20354,11870,9415,6660,5012,5606
Passengers carried,Czechia,CZE,PAS,PAS_CRD,UNK,CZ_LKPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Czechia,CZE,PAS,PAS_CRD,TOTAL,CZ_LKPR,N/A,432640,1007093,1048999,1312597,1248385,1582715,1846065,1994114,1964543,1773637,1482696,1387134,1229434,975990,976146
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Czechia,CZE,MOVE,CACM,UNK,CZ_LKPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Czechia,CZE,MOVE,CACM,TOTAL,CZ_LKPR,N/A,5022,8722,9364,10393,10241,12335,14143,14470,14313,13755,12237,11088,10359,8555,9275
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Czechia,CZE,MOVE,ACM,UNK,CZ_LKPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Czechia,CZE,MOVE,ACM,TOTAL,CZ_LKPR,N/A,5109,8875,9545,10571,10475,12585,14374,14689,14501,14008,12407,11257,10527,8699,9438
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,UNK,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,TOTAL,DK_EKCH,N/A,15948,17530,19795,19462,21911,23143,22717,21531,21280,20529,21164,19699,20804,18551,19661
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_NEU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_EU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,UNK,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,TOTAL,DK_EKCH,N/A,4676,7828,7546,12782,10868,4150,3704,7262,4268,5328,2696,6800,10112,8842,11456
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_NEU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_EU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Denmark,DNK,PAS,PAS_TRF,TOTAL,DK_EKCH,N/A,175807,383631,369370,362255,438959,556926,597545,580742,513788,598881,487619,457161,482743,382371,364885
Passengers carried,Denmark,DNK,PAS,PAS_CRD,UNK,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,TOTAL,DK_EKCH,N/A,847980,1977877,1953496,2049035,2151484,2720758,2799784,2933250,3103658,2934999,2647080,2499001,2339096,1984921,1958527
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_NEU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_EU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,UNK,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,TOTAL,DK_EKCH,N/A,11660,18496,18834,18544,20102,23369,23480,23461,22930,23416,23112,21070,21597,18456,18986
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_NEU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_EU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,UNK,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,TOTAL,DK_EKCH,N/A,12054,18851,19113,18914,20457,23826,23833,23835,23332,23874,23495,21471,22124,18852,19398
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_NEU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_EU,DK_EKCH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,UNK,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,TOTAL,DK_EKBI,N/A,1739,1600,1807,1752,1958,1903,1944,2238,1780,1879,1952,1591,1883,1638,1855
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_NEU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_EU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,UNK,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,TOTAL,DK_EKBI,N/A,1672,3002,1826,1304,2260,1262,1390,2406,712,1928,838,2724,4939,5418,5584
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_NEU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_EU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Denmark,DNK,PAS,PAS_TRF,TOTAL,DK_EKBI,N/A,134,205,131,199,190,194,165,432,462,503,643,860,769,90,146
Passengers carried,Denmark,DNK,PAS,PAS_CRD,UNK,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,TOTAL,DK_EKBI,N/A,101934,233085,233100,224500,236998,354142,373886,386941,423231,372442,340181,310105,243692,210628,213529
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_NEU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_EU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,UNK,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,TOTAL,DK_EKBI,N/A,1639,2670,2827,2626,2828,3658,3707,3666,3609,3623,3549,3202,2902,2558,2696
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_NEU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_EU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,UNK,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,TOTAL,DK_EKBI,N/A,2911,3873,4161,4322,4332,5339,5190,5544,5633,5797,5139,5271,4070,3606,3778
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_NEU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_EU,DK_EKBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,UNK,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,TOTAL,DK_EKYT,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_NEU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Denmark,DNK,T,FRM_LD_NLD,LIC_EU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,UNK,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,TOTAL,DK_EKYT,N/A,96,0,42,41,184,0,48,242,53,114,248,0,349,0,88
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_NEU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Denmark,DNK,PAS,PAS_TRS,LIC_EU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Denmark,DNK,PAS,PAS_TRF,TOTAL,DK_EKYT,N/A,0,0,0,0,0,0,44,54,0,0,0,0,0,0,0
Passengers carried,Denmark,DNK,PAS,PAS_CRD,UNK,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,TOTAL,DK_EKYT,N/A,46531,98321,96941,91993,107464,137051,142339,127515,127128,134397,131031,114951,121500,103978,103280
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_NEU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Denmark,DNK,PAS,PAS_CRD,LIC_EU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,UNK,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,TOTAL,DK_EKYT,N/A,778,1162,1217,1066,1180,1439,1463,1385,1282,1346,1377,1202,1240,1077,1113
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_NEU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Denmark,DNK,MOVE,CACM,LIC_EU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,UNK,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,TOTAL,DK_EKYT,N/A,1367,1796,1907,1543,1679,2173,2128,2136,2175,2346,2375,1974,1897,1646,1694
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_NEU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Denmark,DNK,MOVE,ACM,LIC_EU,DK_EKYT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Estonia,EST,T,FRM_LD_NLD,UNK,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Estonia,EST,T,FRM_LD_NLD,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,990,990,957,882,846,887,803,943,910,974,816,866
Freight and mail loaded and unloaded,Estonia,EST,T,FRM_LD_NLD,LIC_NEU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Estonia,EST,T,FRM_LD_NLD,LIC_EU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Estonia,EST,PAS,PAS_TRS,UNK,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Estonia,EST,PAS,PAS_TRS,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,230,90,0,0
Direct transit passengers,Estonia,EST,PAS,PAS_TRS,LIC_NEU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Estonia,EST,PAS,PAS_TRS,LIC_EU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Estonia,EST,PAS,PAS_TRF,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,335,339,510,528,786,1009,767,429,705,316,305,638
Passengers carried,Estonia,EST,PAS,PAS_CRD,UNK,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Estonia,EST,PAS,PAS_CRD,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,234617,241243,315559,310000,325152,318394,316964,300446,265748,230699,194398,204783
Passengers carried,Estonia,EST,PAS,PAS_CRD,LIC_NEU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Estonia,EST,PAS,PAS_CRD,LIC_EU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Estonia,EST,MOVE,CACM,UNK,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Estonia,EST,MOVE,CACM,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,2903,2938,3700,3693,3731,3610,3651,3587,3373,3147,2810,3143
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Estonia,EST,MOVE,CACM,LIC_NEU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Estonia,EST,MOVE,CACM,LIC_EU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Estonia,EST,MOVE,ACM,UNK,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Estonia,EST,MOVE,ACM,TOTAL,EE_EETN,N/A,N/A,N/A,N/A,2905,2943,3705,3695,3732,3616,3663,3591,3377,3151,2821,3146
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Estonia,EST,MOVE,ACM,LIC_NEU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Estonia,EST,MOVE,ACM,LIC_EU,EE_EETN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Finland,FIN,T,FRM_LD_NLD,UNK,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Finland,FIN,T,FRM_LD_NLD,TOTAL,FI_EFHK,N/A,12010,14373,16627,18085,18962,21598,18852,19438,19832,18494,19585,18033,18079,14519,15841
Freight and mail loaded and unloaded,Finland,FIN,T,FRM_LD_NLD,LIC_NEU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Finland,FIN,T,FRM_LD_NLD,LIC_EU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Finland,FIN,PAS,PAS_TRS,UNK,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Finland,FIN,PAS,PAS_TRS,TOTAL,FI_EFHK,N/A,1293,1950,2099,1723,1675,541,0,9,0,0,0,542,1792,1701,1633
Direct transit passengers,Finland,FIN,PAS,PAS_TRS,LIC_NEU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Finland,FIN,PAS,PAS_TRS,LIC_EU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Finland,FIN,PAS,PAS_TRF,TOTAL,FI_EFHK,N/A,135310,290627,334504,334239,307400,349893,363623,422023,422650,371847,367089,349841,321059,281711,294852
Passengers carried,Finland,FIN,PAS,PAS_CRD,UNK,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Finland,FIN,PAS,PAS_CRD,TOTAL,FI_EFHK,N/A,749380,1506359,1616789,1704843,1599910,1912962,1933442,2037264,2117613,2066474,1945502,1807883,1757852,1539732,1574950
Passengers carried,Finland,FIN,PAS,PAS_CRD,LIC_NEU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Finland,FIN,PAS,PAS_CRD,LIC_EU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Finland,FIN,MOVE,CACM,UNK,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Finland,FIN,MOVE,CACM,TOTAL,FI_EFHK,N/A,10009,14542,15360,15300,14924,16685,16834,16618,16209,16323,16884,15730,16084,14334,15491
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Finland,FIN,MOVE,CACM,LIC_NEU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Finland,FIN,MOVE,CACM,LIC_EU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Finland,FIN,MOVE,ACM,UNK,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Finland,FIN,MOVE,ACM,TOTAL,FI_EFHK,N/A,10207,14723,15541,15471,15134,16979,17114,16855,16390,16553,17141,15913,16307,14466,15616
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Finland,FIN,MOVE,ACM,LIC_NEU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Finland,FIN,MOVE,ACM,LIC_EU,FI_EFHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,France,FRA,T,FRM_LD_NLD,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,4638,5914,6418,3943,3918,5205,5149,5314,5797,6518,5880,6568
Direct transit passengers,France,FRA,PAS,PAS_TRS,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,1302,1158,1948,2728,1674,1693,2623,3318,2324,1494,1284,1352
Transfer passengers,France,FRA,PAS,PAS_TRF,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0
Passengers carried,France,FRA,PAS,PAS_CRD,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,734293,774768,889593,859771,777017,851496,895385,838282,838485,810762,675861,674214
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",France,FRA,MOVE,CACM,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,6714,7245,8309,8128,6454,7451,7904,7789,7846,7498,6590,6847
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",France,FRA,MOVE,ACM,TOTAL,FR_LFBO,N/A,N/A,N/A,N/A,6720,7253,8323,8274,6463,7469,7911,7793,7852,7507,6596,6850
Freight and mail loaded and unloaded,France,FRA,T,FRM_LD_NLD,TOTAL,FR_LFPO,N/A,N/A,N/A,N/A,11331,9319,9143,7445,7654,8308,7796,8769,10346,9116,7624,7813
Direct transit passengers,France,FRA,PAS,PAS_TRS,TOTAL,FR_LFPO,N/A,N/A,N/A,N/A,0,120,10,183,0,436,119,129,115,0,159,63
Transfer passengers,France,FRA,PAS,PAS_TRF,TOTAL,FR_LFPO,N/A,N/A,N/A,N/A,96450,84284,78435,69073,97189,100914,87604,88948,104619,106334,93895,102708
